id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
228,31.981358,tcp,-,FIN,20,14,1176,622,1.031851,254,252,279.662933,144.584229,4,1,1681.518368,2455.4615,223011.5566,8185.7595,255,859877637,2163707292,255,0.134984,0.06035,0.074634,59,44,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
229,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,Generic,1
230,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
231,2.391805,tcp,-,FIN,20,22,2642,2856,17.141866,254,252,8395.333008,9121.145508,7,7,125.828783,110.994094,6928.709263,155.687391,255,3176244838,3912057605,255,0.129206,0.060923,0.068283,132,130,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
232,0.552364,tcp,-,FIN,10,10,608,646,34.397608,254,252,7936.79541,8429.224609,2,3,61.373778,57.132223,3120.060013,71.487297,255,221934373,3684934694,255,0.104171,0.037367,0.066804,61,65,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Exploits,1
233,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,DoS,1
234,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
235,0.00001,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,Fuzzers,1
236,0.000012,udp,dns,INT,2,0,114,0,83333.33039,254,0,38000000,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,Generic,1
237,31.981358,tcp,-,FIN,20,14,1176,622,1.031851,254,252,279.662933,144.584229,4,1,1681.518368,2455.4615,223011.5566,8185.7595,255,859877637,2163707292,255,0.134984,0.06035,0.074634,59,44,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
238,2.286932,tcp,-,FIN,42,22,33127,1752,27.547824,62,252,113126.2344,5852.382324,18,8,55.778831,105.496766,4036.534897,139.452766,255,4080677353,4048546877,255,0.147158,0.070762,0.076396,789,80,0,0,3,1,2,1,1,1,0,0,0,2,2,0,Exploits,1
239,0.00001,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,Fuzzers,1
240,0.552364,tcp,-,FIN,10,10,608,646,34.397608,254,252,7936.79541,8429.224609,2,3,61.373778,57.132223,3120.060013,71.487297,255,221934373,3684934694,255,0.104171,0.037367,0.066804,61,65,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Exploits,1
241,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,Exploits,1
242,0.530907,tcp,-,FIN,10,8,824,3068,32.020676,62,252,11180.86621,40459.06641,2,2,58.881556,67.478,2902.186374,123.057914,255,4207740746,3828691007,255,0.159588,0.058554,0.101034,82,384,0,0,3,1,2,1,1,1,0,0,0,1,5,0,Exploits,1
243,0.000001,udp,-,INT,2,0,236,0,1000000.003,254,0,944000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,118,0,0,0,12,2,2,2,1,2,0,0,0,2,9,0,Fuzzers,1
244,0.00001,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,7,7,3,7,0,0,0,8,16,0,Generic,1
245,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,3,3,4,0,0,0,6,9,0,Generic,1
246,31.981358,tcp,-,FIN,20,14,1176,622,1.031851,254,252,279.662933,144.584229,4,1,1681.518368,2455.4615,223011.5566,8185.7595,255,859877637,2163707292,255,0.134984,0.06035,0.074634,59,44,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
247,2.624614,tcp,-,FIN,12,2,4372,96,4.953109,254,252,12216.65332,146.307236,6,1,238.601261,0.001,20352.99669,0,255,3880827174,829814942,255,0.187316,0.094778,0.092538,364,48,0,0,3,1,1,2,1,1,0,0,0,2,1,0,Exploits,1
248,0.745146,tcp,-,FIN,10,8,564,354,22.814322,254,252,5453.964844,3328.207031,2,1,82.794,101.53157,6244.47931,150.183156,255,3167986296,359209073,255,0.055974,0.033405,0.022569,56,44,0,0,2,1,1,1,1,1,0,0,0,5,1,0,Reconnaissance,1
249,19.721582,tcp,-,FIN,212,210,33372,35406,21.347171,62,252,13473.56348,14294.1875,102,102,93.467199,94.143984,4420.127184,107.202625,255,865069587,3963065471,255,0.10022,0.044865,0.055355,157,169,0,0,5,1,1,1,1,1,0,0,0,6,2,0,Exploits,1
250,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
251,0.000007,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,52,0,0,0,23,2,6,6,1,6,0,0,0,12,9,0,Fuzzers,1
252,0.963909,tcp,-,FIN,10,8,588,354,17.63652,254,252,4398.755859,2572.857178,2,1,106.999667,131.228578,5936.089923,248.784766,255,2984767277,2261380585,255,0.178609,0.0453,0.133309,59,44,0,0,7,1,1,1,1,1,0,0,0,2,3,0,Fuzzers,1
253,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,3,3,4,0,0,0,6,9,0,Generic,1
254,31.981358,tcp,-,FIN,20,14,1176,622,1.031851,254,252,279.662933,144.584229,4,1,1681.518368,2455.4615,223011.5566,8185.7595,255,859877637,2163707292,255,0.134984,0.06035,0.074634,59,44,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
255,0.000006,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,52,0,0,0,14,2,2,2,1,2,0,0,0,4,8,0,Fuzzers,1
256,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,Generic,1
257,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
258,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,3,3,4,0,0,0,4,7,0,Generic,1
259,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
260,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,Generic,1
261,0.417499,tcp,-,FIN,12,6,3664,268,40.71866,254,252,64364.22656,4292.225586,3,1,35.893636,73.282797,2091.303284,112.926953,255,2416985128,1301318543,255,0.123635,0.051078,0.072557,305,45,0,0,5,1,3,1,1,1,0,0,0,3,1,0,Exploits,1
262,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
263,0.608616,tcp,-,FIN,10,8,710,354,27.932227,254,252,8399.384766,4074.819092,2,1,60.213333,82.35243,3885.798962,130.449523,255,2918533722,1996604387,255,0.107072,0.032139,0.074933,71,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
264,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
265,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
266,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,4,7,0,0,0,8,14,0,Generic,1
267,6.091302,tcp,http,CON,94,559,4432,743594,107.037873,62,252,5759.031738,974851.0625,2,262,65.488631,10.825708,4657.181283,1824.444164,255,1484253523,73975540,255,0.130947,0.050556,0.080391,47,1330,1,387108,1,3,1,1,1,1,0,0,1,1,1,0,Exploits,1
268,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,Generic,1
269,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,3,3,4,0,0,0,4,7,0,Generic,1
270,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,4,7,0,0,0,8,14,0,Generic,1
271,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,Generic,1
272,0.920386,tcp,-,FIN,12,10,982,828,22.816514,254,252,7831.496582,6484.23584,3,2,81.945543,91.132,5988.997504,132.1815,255,2016496907,3644875830,255,0.122405,0.100195,0.02221,82,83,0,0,3,1,1,1,1,1,0,0,0,1,3,0,Fuzzers,1
273,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
274,1.291578,tcp,-,FIN,16,60,1450,71797,58.0685,62,252,8423.803711,437300.7188,2,28,86.098065,20.174593,4262.403639,2626.893123,255,2314414111,929212038,255,0.278022,0.101273,0.176749,91,1197,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Generic,1
275,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,Generic,1
276,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,3,3,4,0,0,0,4,7,0,Generic,1
277,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,3,3,4,0,0,0,6,9,0,Generic,1
278,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,8,14,0,Generic,1
279,0.488588,tcp,-,FIN,10,6,534,268,30.700713,254,252,7875.756348,3667.711914,2,1,51.608667,80.596602,2822.416338,129.204367,255,3907370067,699189811,255,0.20619,0.085595,0.120595,53,45,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
280,0.000042,udp,-,INT,2,0,168,0,23809.524,254,0,16000000,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
281,0.00001,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,5,3,3,3,0,0,0,3,7,0,Generic,1
282,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,7,7,3,7,0,0,0,7,15,0,Generic,1
283,2.157087,tcp,-,FIN,10,8,534,354,7.880998,254,252,1783.887207,1149.698608,2,1,239.676333,290.762,14797.86801,473.253438,255,3336825316,4233967536,255,0.116042,0.080227,0.035815,53,44,0,0,5,1,2,2,2,2,0,0,0,3,2,0,Fuzzers,1
284,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,8,7,3,7,0,0,0,8,14,0,Generic,1
285,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,7,7,3,7,0,0,0,7,15,0,Generic,1
286,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
287,4.39392,tcp,-,FIN,10,8,2516,354,3.868983,254,252,4123.880371,564.416321,2,1,488.213333,537.228313,28520.90467,931.61725,255,128731507,2831141170,255,0.736587,0.595136,0.141451,252,44,0,0,9,1,2,1,1,1,0,0,0,4,3,0,Fuzzers,1
288,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,8,7,3,7,0,0,0,8,14,0,Generic,1
289,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
290,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,Generic,1
291,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
292,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,4,4,4,0,0,0,4,7,0,Generic,1
293,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
294,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,Generic,1
295,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
296,1.310432,tcp,-,FIN,12,8,2692,466,14.499036,254,252,15066.78809,2490.781738,3,2,114.838912,177.463,6168.556266,284.783313,255,636306438,381033703,255,0.243793,0.06818,0.175613,224,58,0,0,1,1,1,1,1,1,0,0,0,1,2,0,DoS,1
297,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,4,4,4,0,0,0,4,7,0,Generic,1
298,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,Generic,1
299,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
300,0.836257,tcp,-,FIN,10,14,1720,12246,27.503507,62,252,14808.84473,108789.5234,2,5,92.917444,60.544768,6036.471031,5720.286658,255,1233450938,299460266,255,0.080345,0.049132,0.031213,172,875,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Generic,1
301,1.027974,tcp,-,FIN,14,12,818,678,24.319681,254,252,5914.546387,4840.589355,4,4,79.059079,84.71582,4015.11951,104.40482,255,3049245397,236341440,255,0.23468,0.096091,0.138589,58,57,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
302,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
303,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
304,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,4,4,4,0,0,0,4,7,0,Generic,1
305,0.000012,udp,-,INT,2,0,168,0,83333.33039,254,0,56000000,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,4,1,1,1,0,0,0,1,1,0,Reconnaissance,1
306,0.481211,tcp,-,FIN,18,6,13734,268,47.79608,254,252,215639.2969,3723.937988,6,1,27.521236,90.966203,2336.209522,166.551734,255,1934277202,3366920607,255,0.064011,0.026377,0.037634,763,45,0,0,7,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
307,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,Fuzzers,1
308,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
309,0.000011,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
310,0.397814,tcp,-,FIN,12,6,3940,268,42.733538,254,252,72636.96094,4504.617676,3,1,35.359091,71.495797,2507.811345,127.295563,255,1468731639,3545124060,255,0.07858,0.040325,0.038255,328,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,DoS,1
311,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
312,0.000003,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3,2,7,1,1,1,0,0,0,1,6,0,Fuzzers,1
313,0.000005,udp,-,INT,2,0,704,0,200000.0051,254,0,563200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,352,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
314,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
315,0.000004,sctp,-,INT,2,0,152,0,250000.0006,254,0,152000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,76,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,Backdoor,1
316,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,7,7,3,7,0,0,0,7,18,0,Generic,1
317,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,Fuzzers,1
318,0.495579,tcp,-,FIN,10,6,2516,268,30.267626,254,252,36563.29297,3615.972412,2,1,54.955333,85.357797,2685.808174,131.495328,255,11473688,201348788,255,0.148378,0.06878,0.079598,252,45,0,0,12,1,7,1,1,1,0,0,0,4,6,0,Fuzzers,1
319,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
320,1.826054,tcp,-,FIN,24,56,1272,53784,43.262686,62,252,5340.477539,231423.6094,6,26,79.393653,31.749399,4171.813966,2601.16266,255,2317165137,828534091,255,0.11945,0.069308,0.050142,53,960,0,0,1,1,8,1,1,1,0,0,0,1,1,0,Exploits,1
321,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
322,0.000004,sctp,-,INT,2,0,152,0,250000.0006,254,0,152000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,76,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,Exploits,1
323,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,7,7,3,7,0,0,0,7,18,0,Generic,1
324,1.826054,tcp,-,FIN,24,56,1272,53784,43.262686,62,252,5340.477539,231423.6094,6,26,79.393653,31.749399,4171.813966,2601.16266,255,2317165137,828534091,255,0.11945,0.069308,0.050142,53,960,0,0,1,1,8,1,1,1,0,0,0,1,1,0,Exploits,1
325,0.000011,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Analysis,1
326,2.286932,tcp,-,FIN,42,22,33127,1752,27.547824,62,252,113126.2344,5852.382324,18,8,55.778831,105.496766,4036.534897,139.452766,255,4080677353,4048546877,255,0.147158,0.070762,0.076396,789,80,0,0,3,1,2,1,1,1,0,0,0,2,2,0,Exploits,1
327,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,Generic,1
328,0.41665,tcp,-,FIN,12,8,4716,354,45.601824,254,252,83004.92188,5952.238281,3,1,36.946728,52.855,2734.28221,95.378781,255,3670423137,1216927798,255,0.091761,0.046654,0.045107,393,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
329,0.488588,tcp,-,FIN,10,6,534,268,30.700713,254,252,7875.756348,3667.711914,2,1,51.608667,80.596602,2822.416338,129.204367,255,3907370067,699189811,255,0.20619,0.085595,0.120595,53,45,0,0,4,1,2,2,2,2,0,0,0,2,4,0,Fuzzers,1
330,0.000004,sctp,-,INT,2,0,152,0,250000.0006,254,0,152000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,76,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,DoS,1
331,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,Generic,1
332,0.000011,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Backdoor,1
333,6.704825,tcp,-,FIN,10,8,870,354,2.535488,254,252,934.252563,369.882874,2,1,744.980556,940.515688,48612.40922,1464.89825,255,4218434305,4016606696,255,0.207352,0.119887,0.087465,87,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
334,3.587879,tcp,-,FIN,66,332,3074,425356,110.650333,62,252,6751.621094,945572.625,6,164,55.198138,10.780323,3435.421884,1545.521509,255,2754530571,2283295567,255,0.029947,0.018737,0.01121,47,1281,0,0,2,1,1,1,1,1,0,0,0,5,1,0,Exploits,1
335,0.544944,tcp,-,FIN,10,6,1072,268,27.525765,254,252,14166.59375,3288.411377,2,1,57.544222,97.04,3130.735187,145.340547,255,3295921051,3200192394,255,0.131445,0.05974,0.071705,107,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
336,0.726271,tcp,http,CON,8,6,718,1046,17.899655,62,252,6928.543457,9605.230469,2,2,103.753,132.754203,5351.65322,205.834094,255,502396871,4261505765,255,0.135724,0.061742,0.073982,90,174,1,161,1,3,2,1,1,2,0,0,1,2,1,0,DoS,1
337,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,4,4,4,4,0,0,0,4,13,0,Generic,1
338,0.413252,tcp,-,FIN,6,4,278,182,21.778479,254,252,4491.206543,2652.134766,1,1,79.6378,135.463672,4872.064689,191.566062,255,4214206427,2632604291,255,0.058634,0.006854,0.05178,46,46,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
339,0.000011,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Exploits,1
340,1.214968,tcp,-,FIN,10,6,534,268,12.346005,254,252,3167.161621,1474.936035,2,1,132.110333,225.867406,8392.274102,412.3715,255,1420287714,3528833369,255,0.143243,0.085627,0.057616,53,45,0,0,2,1,2,1,1,2,0,0,0,2,5,0,Fuzzers,1
341,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
342,0.962375,tcp,-,FIN,58,24,54298,1850,84.166776,62,252,443585.9375,14738.53809,26,8,16.883772,41.307,1218.682349,45.805875,255,94093392,2758640612,255,0.062884,0.011159,0.051725,936,77,0,0,1,1,2,1,1,1,0,0,0,4,2,0,Exploits,1
343,0.000007,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5,2,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
